"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.034214486E1,2.901623249E-1,1.645199060E-1,4.067983627E-1
1.034683246E1,-2.140655518E-1,2.080092430E-1,5.815773010E-1
1.035152007E1,-7.351355553E-1,2.929632664E-1,6.784229279E-1
1.035620767E1,-1.092376828E0,3.575036526E-1,6.928205490E-1
1.036089528E1,-1.283045173E0,3.350613117E-1,6.395978928E-1
1.036558288E1,-1.313663363E0,2.022505999E-1,4.809112549E-1
1.037027048E1,-1.218822598E0,7.924234867E-2,2.600469589E-1
1.037495809E1,-1.142832875E0,9.601354599E-3,3.453636169E-2
1.037964569E1,-1.014908195E0,-3.490781784E-2,-1.381149292E-1
1.038433325E1,-8.406391144E-1,-4.928338528E-2,-2.673816681E-1
1.038902085E1,-6.584404707E-1,-5.738282204E-2,-3.963155746E-1
1.039370845E1,-4.589499235E-1,-9.735929966E-2,-4.675207138E-1
1.039839606E1,-2.901102304E-1,-9.759378433E-2,-4.762296677E-1
1.040308366E1,-2.141680717E-1,-8.231270313E-2,-4.558916092E-1
1.040777127E1,-1.551978588E-1,-8.030152321E-2,-3.633422852E-1
1.041245887E1,-8.046984673E-2,-5.863070488E-2,-1.936254501E-1
1.041714648E1,4.632472992E-4,-4.161810875E-2,-5.671310425E-2
1.042183408E1,1.788959503E-1,-3.910791874E-2,-4.234313965E-4
1.042652168E1,2.929074764E-1,-4.654037952E-2,4.212379456E-2
1.043120929E1,2.858476639E-1,-2.579760551E-2,7.559585571E-2
1.043589689E1,2.495231628E-1,3.730559349E-2,8.547687531E-2
1.044058444E1,1.610598564E-1,6.649541855E-2,4.761791229E-2
1.044527205E1,6.918787956E-2,5.259382725E-2,-1.906394958E-2
1.044995965E1,-9.201574326E-2,1.060249805E-1,-1.291761398E-1
1.045464726E1,-2.118206024E-1,7.921004295E-2,-2.638082504E-1
1.045933481E1,-3.855459690E-1,7.792806625E-2,-4.278469086E-1
1.046402246E1,-4.940891266E-1,1.218357086E-1,-5.590534210E-1
1.046871007E1,-5.767445564E-1,8.700793982E-2,-6.285629272E-1
1.047339767E1,-6.395071745E-1,4.551708698E-2,-5.979156494E-1
1.047808528E1,-6.784133911E-1,-2.168816328E-2,-5.625991821E-1
1.048277288E1,-6.938159466E-1,-3.337377310E-2,-4.699182510E-1
1.048746049E1,-6.755692959E-1,-4.739093781E-2,-3.630399704E-1
1.049214809E1,-5.326676369E-1,-6.780147552E-3,-1.941785812E-1
1.049683564E1,-3.227770329E-1,6.611943245E-3,3.669643402E-2
1.050152325E1,-1.890456676E-1,1.122218370E-2,2.530241013E-1
1.050621085E1,-6.463217735E-2,-4.160600901E-2,4.788293839E-1
1.051089845E1,-1.251649857E-2,-8.564618230E-2,6.713390350E-1
1.051558606E1,-9.912490845E-3,-1.213655174E-1,8.452463150E-1
1.052027366E1,5.675125122E-2,-2.017794251E-1,1.000883102E0
1.052496121E1,1.056373119E-1,-2.317083180E-1,1.104935646E0
1.052964887E1,1.846208572E-1,-2.309136838E-1,1.195690155E0
1.053433648E1,2.653706074E-1,-2.146333307E-1,1.311305046E0
1.053902408E1,3.253574371E-1,-2.265700847E-1,1.413141251E0
1.054371168E1,5.578858852E-1,-1.958716363E-1,1.471978188E0
1.054839924E1,8.935818672E-1,-2.142066658E-1,1.611443520E0
1.055308684E1,1.339413881E0,-2.153353244E-1,1.725629807E0
1.055777444E1,1.662638426E0,-2.139957100E-1,1.838006020E0
1.056246205E1,1.835392475E0,-2.200079709E-1,1.857565880E0
1.056714965E1,1.895777702E0,-1.471903920E-1,1.932683945E0
1.057183726E1,1.833949566E0,-1.529310197E-1,1.963059425E0
1.057652486E1,1.673545122E0,-1.647689492E-1,1.862878799E0
1.058121246E1,1.461840391E0,-1.673757732E-1,1.618191719E0
1.058590007E1,1.078760386E0,-1.596274376E-1,1.286762238E0
1.059058762E1,6.243362427E-1,-1.739883870E-1,9.453783035E-1
1.059527522E1,2.082414627E-1,-1.951963305E-1,5.989789963E-1
1.059996283E1,-1.798243523E-1,-2.462452650E-1,2.621250153E-1
1.060465043E1,-5.361572504E-1,-3.165754676E-1,-4.580783844E-2
1.060933804E1,-8.417193890E-1,-3.861056268E-1,-3.774127960E-1
1.061402564E1,-1.073384643E0,-4.539721906E-1,-6.512537003E-1
1.061871325E1,-1.199219465E0,-4.716411531E-1,-8.766841888E-1
1.062340085E1,-1.235115290E0,-4.530715942E-1,-1.000936508E0
1.062808845E1,-1.245799303E0,-3.596595228E-1,-9.663610458E-1
1.063277601E1,-1.235060215E0,-2.391534448E-1,-6.530418396E-1
1.063746361E1,-1.197275877E0,-1.203324199E-1,-1.133031845E-1
1.064215121E1,-1.200884581E0,-5.616927147E-2,4.615345001E-1
1.064683882E1,-1.252214670E0,-7.621440291E-2,8.365936279E-1
1.065152642E1,-1.267371893E0,-1.865035892E-1,9.534664154E-1
1.065621403E1,-1.267261744E0,-3.072996438E-1,1.088389397E0
1.066090163E1,-1.232445121E0,-3.587497473E-1,1.436531067E0
1.066558924E1,-1.103980541E0,-3.993600011E-1,1.887594223E0
1.067027684E1,-8.494080901E-1,-4.057242870E-1,2.264958382E0
1.067496444E1,-6.660373211E-1,-3.777917325E-1,2.420944214E0
1.067965200E1,-4.398195744E-1,-4.057424963E-1,2.360904694E0
1.068433960E1,-2.103601694E-1,-4.026668966E-1,2.195410728E0
1.068902720E1,-7.617115974E-3,-4.440593719E-1,1.838878632E0
1.069371481E1,1.195888519E-1,-4.285603166E-1,1.511663437E0
1.069840241E1,1.700537205E-1,-4.745340645E-1,1.209172249E0
1.070309002E1,1.660801172E-1,-5.045001507E-1,8.407821655E-1
1.070777762E1,1.630773544E-1,-4.602392614E-1,4.880142212E-1
1.071246522E1,1.156370044E-1,-4.271977246E-1,1.748857498E-1
1.071715283E1,4.066073895E-2,-3.953461051E-1,-9.381389618E-2
1.072184038E1,-1.607042551E-2,-3.357623816E-1,-3.516263962E-1
1.072652798E1,-1.031498611E-1,-2.197913527E-1,-6.225986481E-1
1.073121559E1,-2.008813918E-1,-1.525750160E-1,-9.212713242E-1
1.073590319E1,-3.178936243E-1,-6.242465973E-2,-1.195215225E0
1.074059080E1,-3.441756368E-1,1.717054844E-2,-1.305972099E0
1.074527840E1,-3.906443715E-1,7.177335024E-2,-1.292055130E0
1.074996601E1,-3.712948561E-1,1.251380444E-1,-1.325781822E0
1.075465356E1,-3.384056687E-1,1.816475987E-1,-1.302000046E0
1.075934116E1,-2.816410363E-1,2.597867250E-1,-1.254272461E0
1.076402877E1,-1.573194414E-1,3.303897977E-1,-1.216102600E0
1.076871637E1,-9.394891560E-2,4.216286540E-1,-1.254393578E0
1.077340398E1,-9.846625850E-3,5.045694709E-1,-1.302146912E0
1.077809158E1,3.317282349E-2,5.598744750E-1,-1.345020294E0
1.078277918E1,8.791276067E-2,5.922440290E-1,-1.426042557E0
1.078746679E1,9.757220000E-2,6.161021590E-1,-1.549968719E0
1.079215434E1,1.197905168E-1,6.364667416E-1,-1.692868233E0
1.079684194E1,1.407167017E-1,6.108365655E-1,-1.883438110E0
1.080152955E1,3.398329020E-3,5.780131817E-1,-2.092962742E0
1.080621715E1,-1.718165725E-1,5.432319045E-1,-2.244949341E0
1.081090476E1,-2.794777155E-1,5.116577744E-1,-2.229534626E0
1.081559236E1,-3.626542985E-1,4.976646304E-1,-2.156827927E0
1.082027996E1,-3.688608110E-1,4.868189692E-1,-2.041202068E0
1.082496757E1,-3.268100321E-1,5.028283596E-1,-1.739265442E0
1.082965507E1,-2.318147421E-1,5.782544613E-1,-1.298963547E0
1.083434272E1,-1.654064655E-1,6.834806204E-1,-8.685703278E-1
1.083903033E1,-8.011984825E-2,7.696472406E-1,-4.241237640E-1
1.084371793E1,2.337414026E-2,8.214821815E-1,1.047325134E-2
1.084840554E1,1.826991737E-1,8.714843988E-1,4.256734848E-1
1.085309314E1,3.261826038E-1,8.709303737E-1,8.310623169E-1
1.085778075E1,5.169727206E-1,8.043921590E-1,1.150225639E0
1.086246830E1,6.803172231E-1,7.234936357E-1,1.478948593E0
1.086715590E1,7.653885484E-1,6.418372393E-1,1.683470726E0
1.087184351E1,8.439732790E-1,5.879635811E-1,1.759159088E0
1.087653111E1,9.240939617E-1,4.760683775E-1,1.796881676E0
1.088121871E1,1.017686844E0,4.312679172E-1,1.825183868E0
1.088590632E1,1.122964859E0,2.966337204E-1,1.829578400E0
1.089059392E1,1.182330847E0,1.207860559E-1,1.680983543E0
1.089528148E1,1.163465977E0,-9.553025663E-2,1.456105232E0
1.089996908E1,1.116308689E0,-2.848572135E-1,1.255543709E0
1.090465663E1,9.331680536E-1,-4.608732462E-1,9.790534973E-1
1.090934429E1,5.202389956E-1,-5.987119079E-1,6.889982224E-1
1.091403189E1,-1.255900264E-1,-6.354328394E-1,4.715671539E-1
1.091871950E1,-6.784862280E-1,-6.326231956E-1,3.793430328E-1
1.092340710E1,-1.024803877E0,-5.372970104E-1,4.408321381E-1
1.092809465E1,-1.276126862E0,-4.639219046E-1,4.359083176E-1
1.093278226E1,-1.351566195E0,-3.786537647E-1,2.977685928E-1
1.093746986E1,-1.414316177E0,-2.861902118E-1,8.872699738E-2
1.094215746E1,-1.365043402E0,-2.342724800E-1,-9.559726715E-2
1.094684507E1,-1.256568432E0,-1.273933649E-1,-2.504177094E-1
1.095153267E1,-1.059934139E0,-4.710778594E-2,-3.278779984E-1
1.095622028E1,-8.089175224E-1,3.960523009E-2,-2.276668549E-1
1.096090783E1,-5.711647272E-1,1.367309690E-1,1.650333405E-2
1.096559543E1,-4.040541649E-1,2.242666334E-1,2.228660583E-1
1.097028304E1,-2.867826223E-1,2.727945745E-1,3.630905151E-1
1.097497064E1,-2.276649475E-1,3.773044944E-1,3.658418655E-1
1.097965825E1,-2.215807438E-1,4.754223228E-1,3.461475372E-1
1.098434585E1,-2.647798061E-1,5.285260677E-1,4.664564133E-1
1.098903340E1,-2.486978769E-1,5.366158485E-1,7.168369293E-1
1.099372101E1,-1.755023003E-1,5.762717724E-1,7.239332199E-1
1.099840861E1,-9.614944458E-3,5.235277414E-1,6.834440231E-1
1.100309621E1,1.460766792E-1,4.361883104E-1,6.043758392E-1
1.100778382E1,2.765934467E-1,3.240479231E-1,4.721488953E-1
1.101247142E1,3.725954294E-1,2.160422802E-1,3.297557831E-1
1.101715903E1,4.877207279E-1,1.217221618E-1,3.876380920E-1
1.102184658E1,5.899454355E-1,9.381307662E-2,3.638210297E-1
1.102653418E1,6.664530039E-1,5.588391423E-2,3.591060638E-1
1.103122179E1,6.847051382E-1,2.719751745E-2,2.302808762E-1
1.103590939E1,6.829001904E-1,-4.944514111E-2,1.973228455E-1
1.104059700E1,6.269989014E-1,-8.277109265E-2,5.917644501E-2
1.104528460E1,5.687110424E-1,-4.880217090E-2,3.554821014E-2
1.104997220E1,5.472757816E-1,-3.365877271E-2,2.139091492E-2
1.105465976E1,5.167226791E-1,5.720645189E-3,-5.447673798E-2
1.105934736E1,4.693644047E-1,5.000955611E-2,-2.009658813E-1
1.106403496E1,4.880480766E-1,1.093430892E-1,-4.031276703E-1
1.106872257E1,5.446980000E-1,1.794452220E-1,-6.175880432E-1
1.107341017E1,6.339082718E-1,1.939038336E-1,-8.539791107E-1
1.107809778E1,7.499563694E-1,2.442741990E-1,-1.040784836E0
1.108278533E1,7.281014919E-1,2.879270017E-1,-1.164388657E0
1.108747293E1,6.330420971E-1,3.346821368E-1,-1.206544876E0
1.109216054E1,5.012247562E-1,3.606442809E-1,-1.230174065E0
1.109684814E1,3.785207272E-1,3.656985760E-1,-1.169152260E0
1.110153575E1,3.109719753E-1,3.349946737E-1,-1.019540787E0
1.110622335E1,2.450573444E-1,2.775683105E-1,-8.344707489E-1
1.111091090E1,2.086811066E-1,2.071563303E-1,-6.239528656E-1
1.111559851E1,2.261593342E-1,1.279890239E-1,-4.070768356E-1
1.112028611E1,1.703674793E-1,7.775191963E-2,-3.122196198E-1
1.112497371E1,1.483740807E-1,-6.140679121E-3,-2.429914474E-1
1.112966132E1,1.419835091E-1,-7.594724000E-2,-1.894578934E-1
1.113434887E1,9.956336021E-2,-1.173606813E-1,-2.038230896E-1
1.113903648E1,5.499505997E-2,-1.448777616E-1,-2.285137177E-1
1.114372403E1,-3.000569344E-2,-1.918970346E-1,-2.731046677E-1
1.114841168E1,-7.891058922E-2,-2.484715879E-1,-3.280076981E-1
1.115309929E1,-1.149110794E-1,-3.379018903E-1,-4.837131500E-1
1.115778689E1,-1.278738976E-1,-3.684600294E-1,-6.394586563E-1
1.116247444E1,-1.085870266E-1,-3.732423484E-1,-6.758499146E-1
1.116716205E1,-3.860569000E-2,-3.904973567E-1,-6.649580002E-1
1.117184965E1,1.636254787E-1,-3.388960063E-1,-7.405128479E-1
1.117653726E1,4.756364822E-1,-2.660572529E-1,-1.193305016E0
1.118122481E1,8.195343018E-1,-2.093452215E-1,-1.535767555E0
1.118591241E1,9.756832123E-1,-1.348055005E-1,-1.406469345E0
1.119060002E1,9.412400723E-1,-8.115655184E-2,-1.189522743E0
1.119528762E1,8.033664227E-1,-2.535623312E-2,-1.066279411E0
1.119997523E1,5.308969021E-1,-3.544932604E-2,-9.019470215E-1
1.120466283E1,1.882536411E-1,4.034125805E-2,-6.241054535E-1
1.120935043E1,-1.512444019E-1,1.241229773E-1,-2.658529282E-1
1.121403799E1,-3.483099937E-1,1.379215121E-1,3.496799469E-1
1.121872559E1,-3.143188953E-1,4.209309816E-2,1.065284729E0
1.122341319E1,-3.150463104E-2,-9.742856026E-2,1.614324570E0
1.122810080E1,2.099640369E-1,-2.242890596E-1,2.179018021E0
1.123278840E1,3.189477921E-1,-2.864868641E-1,2.711247444E0
1.123747601E1,4.615855217E-1,-2.555596828E-1,3.091000557E0
1.124216356E1,6.561148167E-1,-1.551795006E-1,3.217781067E0
1.124685116E1,7.789616585E-1,-7.081270218E-2,3.006176949E0
1.125153877E1,8.016493320E-1,-1.021860838E-1,2.776941299E0
1.125622637E1,7.848110199E-1,-9.086763859E-2,2.706441879E0
1.126091398E1,6.837334633E-1,-6.490731239E-2,2.564543724E0
1.126560158E1,6.121933460E-1,-4.763394594E-2,2.336712837E0
1.127028913E1,4.167459011E-1,-3.859329224E-2,2.003847122E0
1.127497674E1,1.542289257E-1,-8.619546890E-3,1.752320290E0
1.127966434E1,-1.139252186E-1,3.774183989E-2,1.467090607E0
1.128435194E1,-4.071352482E-1,8.166503906E-2,1.114686966E0
1.128903950E1,-7.354621887E-1,1.521100998E-1,8.145437241E-1
1.129372710E1,-9.372327328E-1,1.634171009E-1,6.045799255E-1
1.129841470E1,-1.080251694E0,1.685393453E-1,3.745374680E-1
1.130310231E1,-1.217040539E0,1.583386064E-1,1.388788223E-1
1.130778991E1,-1.327664852E0,3.315079212E-2,-1.116018295E-1
1.131247746E1,-1.354396343E0,-9.647268057E-2,-3.480262756E-1
1.131716507E1,-1.330554485E0,-1.821449399E-1,-5.941896439E-1
1.132185267E1,-1.332739830E0,-2.329842746E-1,-7.592611313E-1
1.132654028E1,-1.279514551E0,-2.389218807E-1,-9.101858139E-1
1.133122788E1,-1.213374853E0,-2.282619774E-1,-1.108904839E0
1.133591549E1,-1.056459665E0,-2.387566268E-1,-1.302312851E0
1.134060304E1,-8.880214691E-1,-1.838029623E-1,-1.499279022E0
1.134529064E1,-6.640312672E-1,-1.013088226E-1,-1.579999447E0
1.134997825E1,-3.614845276E-1,-7.239231467E-2,-1.415876389E0
1.135466585E1,-1.243731976E-1,-9.680196643E-2,-1.327646255E0
1.135935345E1,6.665658951E-2,-1.267482638E-1,-1.248275757E0
1.136404101E1,2.881238461E-1,-1.816223562E-1,-1.082195282E0
1.136872861E1,4.775173664E-1,-1.472537816E-1,-8.392105103E-1
1.137341621E1,7.540309429E-1,-7.708483934E-2,-5.673513412E-1
1.137810382E1,1.102875233E0,2.326832712E-2,-2.715692520E-1
1.138279142E1,1.280234575E0,1.242805421E-1,-2.838039398E-2
1.138747898E1,1.205605626E0,2.967660725E-1,7.161331177E-2
1.139216658E1,9.793977737E-1,4.536685348E-1,2.244405746E-1
1.139685418E1,8.350732327E-1,4.845077395E-1,3.675880432E-1
1.140154179E1,6.902966499E-1,4.511597157E-1,3.191118240E-1
1.140622939E1,5.581614971E-1,3.776958585E-1,2.079076767E-1
1.141091694E1,3.897869587E-1,2.835838199E-1,2.894687653E-2
1.141560455E1,2.805604935E-1,2.028601468E-1,-2.368650436E-1
1.142029215E1,9.225630760E-2,9.822671860E-2,-5.223226547E-1
1.142497976E1,-1.795115471E-1,4.720470309E-2,-7.746953964E-1
1.142966736E1,-3.567428589E-1,3.156808019E-2,-1.046245575E0
1.143435491E1,-3.572063446E-1,5.675409734E-2,-1.336585999E0
1.143904252E1,-1.946437359E-1,6.132696569E-2,-1.549829006E0
1.144373012E1,5.909752846E-2,7.453551888E-2,-1.643031597E0
1.144841772E1,2.891924381E-1,5.853198469E-2,-1.645009518E0
1.145310533E1,4.150745869E-1,7.077962160E-2,-1.627357960E0
1.145779288E1,4.992818832E-1,7.739500701E-2,-1.422728539E0
1.146248048E1,6.040568352E-1,1.352778226E-1,-1.117372513E0
1.146716809E1,7.816650867E-1,1.814096868E-1,-7.449655533E-1
1.147185569E1,8.451595306E-1,2.145536244E-1,-2.866373062E-1
1.147654330E1,8.517482281E-1,2.526640296E-1,2.382659912E-1
1.148123085E1,7.247292995E-1,3.087994158E-1,7.291526794E-1
1.148591845E1,5.691285133E-1,3.385794759E-1,1.157236099E0
1.149060606E1,4.132530689E-1,2.979120016E-1,1.517632484E0
1.149529366E1,2.567622662E-1,1.957444698E-1,1.743362427E0
1.149998121E1,1.422328949E-1,3.173068166E-2,1.863108635E0
1.150466882E1,2.057290077E-2,-1.032297909E-1,1.833611488E0
1.150935642E1,-1.333940029E-1,-1.705711484E-1,1.673814774E0
1.151404403E1,-2.818474770E-1,-2.079133689E-1,1.402919769E0
1.151873163E1,-3.908200264E-1,-1.473873258E-1,9.591531754E-1
1.152341918E1,-4.308958054E-1,-1.553167403E-1,5.915794373E-1
1.152810679E1,-4.350056648E-1,-1.635423899E-1,2.238779068E-1
1.153279439E1,-4.355449677E-1,-1.087457538E-1,-1.005535126E-1
1.153748194E1,-4.600350857E-1,-4.256659746E-2,-3.144845963E-1
1.154216960E1,-4.784483910E-1,3.528839350E-2,-3.173103333E-1
1.154685715E1,-3.226804733E-1,1.630072743E-1,-1.807823181E-1
1.155154476E1,1.269721985E-2,2.783318758E-1,4.734134674E-2
1.155623236E1,4.426794052E-1,4.336507916E-1,2.286376953E-1
1.156091996E1,7.430368662E-1,5.900940895E-1,5.209875107E-1
1.156560757E1,9.136279821E-1,6.896349192E-1,7.759571075E-1
1.157029512E1,1.015887141E0,6.650624275E-1,1.069808006E0
1.157498272E1,1.015913486E0,6.259423494E-1,1.235034943E0
1.157967033E1,9.468864202E-1,4.953765273E-1,1.438961983E0
1.158435793E1,7.460802794E-1,3.445249200E-1,1.657433510E0
1.158904554E1,5.037581921E-1,2.204607576E-1,1.933229446E0
1.159373309E1,3.152456284E-1,9.868234396E-2,2.161019325E0
1.159842069E1,1.280267239E-1,-8.824253082E-2,2.278742790E0
1.160310830E1,-3.364324570E-2,-2.355957031E-1,2.386991501E0
1.160779590E1,-2.461853027E-1,-3.727860749E-1,2.543139458E0
1.161248345E1,-4.762086868E-1,-5.481123924E-1,2.708862305E0
1.161717106E1,-6.657476425E-1,-6.994938254E-1,2.640566826E0
1.162185866E1,-7.628600597E-1,-7.362044454E-1,2.477036476E0
1.162654627E1,-6.163027287E-1,-8.016281128E-1,2.284933090E0
1.163123387E1,-3.141763210E-1,-8.382002115E-1,2.059089661E0
1.163592142E1,-5.722284317E-3,-8.646997213E-1,1.804145813E0
1.164060903E1,2.225799561E-1,-7.944703102E-1,1.577432632E0
1.164529663E1,3.856689930E-1,-6.507834196E-1,1.312192917E0
1.164998424E1,4.134783745E-1,-4.663959444E-1,1.042394638E0
1.165467184E1,3.602952957E-1,-3.647856116E-1,7.876129150E-1
1.165935939E1,1.988580227E-1,-3.546397686E-1,6.151199341E-1
1.166404700E1,-3.159141541E-2,-4.018803239E-1,5.059299469E-1
1.166873460E1,-3.733355999E-1,-5.539312363E-1,5.222759247E-1
1.167342220E1,-6.203386784E-1,-6.671495438E-1,5.637254715E-1
1.167810976E1,-7.105362415E-1,-7.271182537E-1,5.298948288E-1
1.168279736E1,-7.163202763E-1,-7.767401934E-1,4.016208649E-1
1.168748496E1,-6.769752502E-1,-6.824330091E-1,3.365087509E-1
1.169217257E1,-6.224489212E-1,-5.020949841E-1,3.054790497E-1
1.169686017E1,-4.534778595E-1,-3.702158928E-1,2.938776016E-1
1.170154773E1,-2.709908485E-1,-3.203786314E-1,3.206939697E-1
1.170623533E1,-7.045912743E-2,-3.286958039E-1,3.475914001E-1
1.171092293E1,4.331779480E-2,-3.856753111E-1,4.081487656E-1
1.171561049E1,1.053781509E-1,-4.150747657E-1,3.116016388E-1
1.172029814E1,9.718751907E-2,-3.696655333E-1,2.638921738E-1
1.172498569E1,7.049345970E-2,-3.457868695E-1,2.695589066E-1
1.172967330E1,5.760979652E-2,-3.297747374E-1,3.760929108E-1
1.173436090E1,4.761219025E-3,-3.936580420E-1,4.397125244E-1
1.173904851E1,-6.517004967E-2,-4.610460997E-1,5.510358810E-1
1.174373606E1,-9.476304054E-2,-6.036192179E-1,5.571269989E-1
1.174842366E1,-1.448140144E-1,-7.401940227E-1,4.251747131E-1
1.175311127E1,-1.237654686E-1,-7.322848439E-1,3.181791306E-1
1.175779887E1,-3.358840942E-3,-6.850850582E-1,2.313041687E-1
1.176248648E1,2.018234730E-1,-5.787893534E-1,-1.557569504E-1
1.176717403E1,3.769345284E-1,-4.504465461E-1,-6.372213364E-1
1.177186163E1,5.306189060E-1,-3.083162308E-1,-1.103502274E0
1.177654924E1,5.856130123E-1,-9.865128994E-2,-1.445138931E0
1.178123684E1,7.002775669E-1,4.063224792E-2,-1.595372200E0
1.178592444E1,7.913160324E-1,1.294065714E-1,-1.783144951E0
1.179061200E1,6.886765957E-1,2.111972570E-1,-1.821517944E0
1.179529960E1,4.507980347E-1,3.246326447E-1,-1.834818840E0
1.179998720E1,1.354532242E-1,4.217898846E-1,-1.861281395E0
1.180467481E1,-1.720757484E-1,4.255230427E-1,-1.585601807E0
1.180936236E1,-3.106815815E-1,1.772899628E-1,-1.142258644E0
1.181404996E1,-2.331249714E-1,-1.609954834E-1,-7.894821167E-1
1.181873757E1,-1.164009571E-1,-4.563165903E-1,-4.026222229E-1
1.182342517E1,-7.487535477E-3,-7.240080833E-1,6.662750244E-2
1.182811272E1,7.603645325E-2,-9.026571512E-1,2.795553207E-1
1.183280033E1,4.405736923E-2,-9.447017908E-1,3.850059509E-1
1.183748793E1,4.921197891E-2,-8.932641745E-1,3.734941483E-1
1.184217554E1,7.660245895E-2,-8.152749538E-1,2.259540558E-1
1.184686314E1,1.442170143E-1,-7.682476044E-1,8.571529388E-2
1.185155075E1,1.880700588E-1,-6.470592022E-1,-3.340816498E-2
1.185623830E1,2.165429592E-1,-4.661452770E-1,-1.843671799E-1
1.186092590E1,3.723621368E-1,-4.357466698E-1,-2.478513718E-1
1.186561351E1,4.256021976E-1,-2.691404819E-1,-2.335090637E-1
1.187030111E1,4.673576355E-1,-2.251045704E-1,-6.942749023E-2
1.187498866E1,5.130984783E-1,-3.469865322E-1,1.636610031E-1
1.187967627E1,6.700477600E-1,-5.147256851E-1,2.370557785E-1
1.188436387E1,7.962858677E-1,-5.737178326E-1,-1.617527008E-2
1.188905148E1,8.678264618E-1,-6.267428398E-1,-3.002367020E-1
1.189373903E1,9.185602665E-1,-7.721741199E-1,-5.201749802E-1
1.189842663E1,9.792256355E-1,-9.893460274E-1,-7.141284943E-1
1.190311424E1,9.226953983E-1,-1.095456839E0,-9.057359695E-1
1.190780184E1,7.304384708E-1,-1.075792551E0,-1.009021759E0
1.191248944E1,4.116353989E-1,-8.735494614E-1,-8.281574249E-1
1.191717700E1,1.001536846E-1,-6.238012314E-1,-5.971980095E-1
1.192186460E1,-2.091901302E-1,-4.377117157E-1,-3.921465874E-1
1.192655220E1,-4.407434464E-1,-3.354763985E-1,-1.791272163E-1
1.193123981E1,-6.636409760E-1,-3.137416840E-1,4.181480408E-2
1.193592736E1,-8.179268837E-1,-2.974944115E-1,2.610397339E-1
1.194061496E1,-8.386955261E-1,-2.502074242E-1,6.889538765E-1
1.194530257E1,-5.411763191E-1,-2.931804657E-1,1.258740425E0
1.194999017E1,-2.519626617E-1,-2.317047119E-1,1.894056320E0
1.195467773E1,-4.828739166E-2,-3.292121887E-1,2.384513855E0
1.195936533E1,5.127096176E-2,-4.518823624E-1,2.793045521E0
1.196405293E1,5.807209015E-2,-7.051477432E-1,3.035254478E0
1.196874054E1,-5.418252945E-2,-1.002884865E0,3.380974293E0
1.197342809E1,-5.332374573E-2,-1.396068335E0,3.353412151E0
1.197811569E1,-7.249975204E-2,-1.681192398E0,2.737395763E0
1.198280330E1,-1.624727249E-2,-2.008028030E0,1.765990734E0
1.198749090E1,-4.013776779E-2,-2.062849998E0,9.378032684E-1
1.199217845E1,-1.554694176E-1,-1.935089350E0,2.212386131E-1
1.199686606E1,-1.298022270E-1,-1.715105295E0,-2.762122154E-1
1.200155361E1,-9.895038605E-2,-1.255019188E0,-5.422964096E-1
1.200624127E1,-9.736585617E-2,-6.755499840E-1,-6.448493004E-1
1.201092882E1,-2.249178886E-1,-1.927552223E-1,-7.699441910E-1
1.201561642E1,-3.892827034E-1,7.334518433E-2,-8.540992737E-1
1.202030403E1,-3.452320099E-1,2.040181160E-1,-8.292326927E-1
1.202499163E1,8.995389938E-2,2.665019035E-1,-6.037688255E-1
1.202967924E1,6.066808701E-1,4.239697456E-1,-4.543848038E-1
1.203436679E1,1.144599438E0,6.054010391E-1,-2.748126984E-1
1.203905439E1,1.605831146E0,7.350659370E-1,-2.352528572E-1
1.204374200E1,1.858367443E0,7.558069229E-1,-1.039919853E-1
1.204842955E1,1.931356430E0,7.486209869E-1,2.062573433E-1
1.205311715E1,2.001001835E0,6.412138939E-1,5.620436668E-1
1.205780476E1,2.008771420E0,5.662870407E-1,1.060045242E0
1.206249236E1,2.038513660E0,3.595929146E-1,1.777001858E0
1.206717991E1,1.767621994E0,2.342066765E-1,2.546354294E0
1.207186752E1,1.433798790E0,-3.839492798E-3,3.342296124E0
1.207655512E1,1.068196297E0,-3.092017174E-1,4.463342667E0
1.208124273E1,7.014098167E-1,-6.360306740E-1,5.604000568E0
1.208593028E1,2.117738724E-1,-9.088540077E-1,6.138723850E0
1.209061788E1,-4.120082855E-1,-1.333212376E0,6.134613037E0
1.209530548E1,-1.089991570E0,-1.959524155E0,5.134434700E0
1.209999304E1,-2.205981255E0,-2.341059685E0,1.724211216E0
1.210468064E1,-4.973943233E0,-1.733270645E0,-4.041141510E0
1.210936825E1,-5.569994450E0,-1.261039257E0,-6.481899738E0
1.211405585E1,-3.887560368E0,-1.276118755E0,-7.494126797E0
1.211874340E1,-7.537002563E-1,-1.882692814E0,-7.794373035E0
1.212343101E1,2.091588020E0,-1.572581768E0,-7.925778389E0
1.212811856E1,2.342946529E0,-8.695464134E-1,-7.531638145E0
1.213280616E1,1.265744209E0,-3.989353180E-1,-6.353294849E0
1.213749377E1,8.697423935E-1,-8.130583763E-1,-4.719139099E0
1.214218137E1,1.121362686E0,-1.586621284E0,-2.763305187E0
1.214686898E1,1.212107658E0,-2.046628475E0,-3.980144262E-1
1.215155653E1,9.364790916E-1,-2.166019917E0,1.531009555E0
1.215624413E1,2.463774681E-1,-2.104442120E0,3.005208492E0
