"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.381049360E2,-1.473850131E0,5.445634842E0,5.427031994E0
2.381096234E2,-2.566815376E0,8.229888916E0,3.443873882E0
2.381143108E2,-4.540380955E0,1.211151218E1,-1.619233251E0
2.381189982E2,-7.166148663E0,1.764817047E1,-8.239263535E0
2.381236856E2,-1.090173149E1,2.190659714E1,-1.435826778E1
2.381283730E2,-1.655933762E1,2.538404846E1,-1.249453068E1
2.381330604E2,-1.679382515E1,2.819146347E1,-5.238971710E0
2.381377478E2,-1.163287354E1,3.002009773E1,-2.505922318E0
2.381424352E2,-5.336662292E0,3.136950684E1,6.431241035E-1
2.381471226E2,7.350890636E-1,3.126153564E1,3.909923315E0
2.381518099E2,4.782736778E0,2.938746643E1,2.071023703E0
2.381564974E2,4.693129063E0,2.643192673E1,-3.609209061E0
2.381611848E2,2.118823051E0,2.298759460E1,-7.995984077E0
2.381658722E2,9.333595037E-1,1.882979202E1,-9.110064507E0
2.381705596E2,1.330906272E0,1.433225632E1,-8.580613136E0
2.381752470E2,1.494234085E0,1.072404861E1,-6.856205940E0
2.381799344E2,2.664019585E0,7.803740501E0,-4.531844616E0
2.381846217E2,2.440561771E0,4.939783096E0,-3.228949785E0
2.381893091E2,1.939804792E0,2.705776215E0,-2.998257875E0
2.381939965E2,1.447753310E0,1.048206329E0,-2.115885973E0
2.381986839E2,7.945653796E-1,-7.223320007E-2,-1.437813163E0
2.382033713E2,3.555381298E-1,-3.697443008E-1,-9.756622910E-1
2.382080587E2,-6.753373146E-2,1.066923141E-1,-1.088113070E0
2.382127461E2,3.163433075E-2,8.017807007E-1,-1.437810302E0
2.382174335E2,8.699984550E-1,7.262868881E-1,-1.321015120E0
2.382221209E2,1.781248569E0,4.169855118E-1,-9.625300169E-1
2.382268083E2,1.538027287E0,-1.973819733E-1,-8.160468340E-1
2.382314957E2,1.159979582E0,-5.715980530E-1,-9.285346270E-1
2.382361831E2,1.240745544E0,-1.188796043E0,-9.930074215E-1
2.382408705E2,1.049021006E0,-1.948421478E0,-6.053606272E-1
2.382455579E2,1.087548971E0,-2.816939354E0,-7.285198569E-2
2.382502453E2,1.241996050E0,-3.626971722E0,3.608282804E-1
2.382549327E2,1.455491066E0,-4.287807465E0,7.774751186E-1
2.382596201E2,1.216634750E0,-4.914398670E0,1.062678695E0
2.382643075E2,1.157026887E0,-5.568941116E0,1.379752636E0
2.382689949E2,1.286075711E0,-6.217928886E0,1.787023902E0
2.382736823E2,1.441148043E0,-6.861319542E0,2.180522919E0
2.382783697E2,1.521715999E0,-7.446479797E0,2.624128103E0
2.382830571E2,1.608992815E0,-8.049893379E0,2.827781677E0
2.382877445E2,2.076198816E0,-8.628427505E0,2.822163105E0
2.382924318E2,2.622103930E0,-9.306297302E0,2.661775589E0
2.382971192E2,3.151118279E0,-9.739190102E0,2.357482195E0
2.383018066E2,3.797397375E0,-1.000385857E1,1.962491393E0
2.383064940E2,4.231285572E0,-1.011486244E1,1.414408088E0
2.383111814E2,4.663181782E0,-1.018715572E1,7.890158892E-1
2.383158688E2,4.672151566E0,-1.027343082E1,1.951717734E-1
2.383205562E2,4.478067398E0,-1.042154121E1,-2.200423479E-1
2.383252436E2,4.348875999E0,-1.055500031E1,-5.009102821E-1
2.383299310E2,4.289319515E0,-1.068825626E1,-7.635920644E-1
2.383346184E2,4.610571384E0,-1.085963154E1,-9.185317159E-1
2.383393058E2,4.575827122E0,-1.064855766E1,-9.954426885E-1
2.383439932E2,4.074717522E0,-1.047620296E1,-9.519686699E-1
2.383486806E2,4.145089626E0,-1.039989662E1,-7.214820385E-1
2.383533680E2,4.179296970E0,-1.043865013E1,-3.568844199E-1
2.383580554E2,3.894829750E0,-1.053020096E1,-1.116860509E-1
2.383627428E2,3.468102932E0,-1.054062939E1,1.582054496E-1
2.383674302E2,3.462981939E0,-1.061333370E1,7.359749079E-1
2.383721176E2,3.525148869E0,-1.071467113E1,1.321436644E0
2.383768050E2,3.668735504E0,-1.083014870E1,1.978299618E0
2.383814924E2,4.032642365E0,-1.084487247E1,2.918679476E0
2.383861798E2,4.459321022E0,-1.083053112E1,3.756583214E0
2.383908672E2,4.709859371E0,-1.065324306E1,4.502725601E0
2.383955546E2,4.832205772E0,-1.028449917E1,4.995092869E0
2.384002420E2,4.773671627E0,-9.676795006E0,5.113745213E0
2.384049294E2,4.643961906E0,-8.892700195E0,4.862205982E0
2.384096167E2,4.543304920E0,-8.181175232E0,4.520435810E0
2.384143041E2,4.328525066E0,-7.375021935E0,4.425561428E0
2.384189915E2,4.181718826E0,-6.603437901E0,4.896968842E0
2.384236789E2,3.835068703E0,-6.105287552E0,5.782008648E0
2.384283663E2,3.474944592E0,-5.344840527E0,6.689198494E0
2.384330537E2,2.316359758E0,-4.312963963E0,7.240512848E0
2.384377411E2,1.100401640E0,-3.163046837E0,7.908972740E0
2.384424285E2,5.737827420E-1,-1.833062172E0,8.526982307E0
2.384471159E2,-5.978654623E-1,1.212825775E-1,8.927422523E0
2.384518033E2,-8.802878857E-2,2.541566849E0,8.827315331E0
2.384564907E2,1.001386166E0,5.613620758E0,7.382063866E0
2.384611781E2,2.702440739E0,9.279188156E0,3.889311314E0
2.384658655E2,2.412100077E0,1.317377377E1,-1.827766895E0
2.384705529E2,1.616443396E-1,1.753049469E1,-1.030204296E1
2.384752403E2,-7.530372143E-1,2.372482491E1,-1.828083038E1
2.384799277E2,-3.136357546E0,3.245742798E1,-1.304964638E1
2.384846151E2,-1.185444474E0,3.742691803E1,-3.407966137E0
2.384893025E2,4.628862441E-1,3.822782898E1,2.989244223E0
2.384939899E2,-4.551461339E-1,3.556791687E1,7.460463524E0
2.384986773E2,-2.847154140E0,2.988589096E1,4.378832817E0
2.385033647E2,-2.835147381E0,2.375231361E1,-7.561208010E-1
2.385080521E2,-2.643871069E0,1.971103287E1,-3.990561485E0
2.385127395E2,-1.665451050E0,1.713874435E1,-5.587024212E0
2.385174269E2,-1.638513088E0,1.555601120E1,-5.783638000E0
2.385221142E2,-3.487546444E0,1.444996738E1,-6.369681835E0
2.385268016E2,-5.143521786E0,1.306928444E1,-7.564763546E0
2.385314890E2,-5.580646992E0,1.130394268E1,-7.990783691E0
2.385361764E2,-5.140883446E0,9.378514290E0,-8.006111145E0
2.385408638E2,-3.687034607E0,7.622467995E0,-7.219492912E0
2.385455512E2,-2.865118980E0,5.772327423E0,-6.729833603E0
2.385502386E2,-2.641237736E0,4.535552025E0,-6.553963661E0
2.385549260E2,-1.972285032E0,4.131394386E0,-5.571321964E0
2.385596134E2,-1.241037965E0,3.234955788E0,-4.286409855E0
2.385643008E2,-6.542079449E-1,2.774043083E0,-2.972430944E0
2.385689882E2,2.085134387E-1,2.958551407E0,-2.277189970E0
2.385736756E2,9.308916926E-1,3.152218819E0,-1.840545774E0
2.385783630E2,1.225924611E0,3.077961922E0,-1.536781430E0
2.385830504E2,1.414408207E0,2.807950020E0,-1.192271352E0
2.385877378E2,1.362972736E0,2.079651833E0,-7.762377262E-1
2.385924252E2,1.478461385E0,1.180457115E0,-3.191220760E-2
2.385971126E2,1.761293411E0,1.503467560E-2,7.674021125E-1
2.386018000E2,2.250035286E0,-1.162926674E0,1.502559781E0
2.386064874E2,2.265506744E0,-2.410821438E0,1.992431402E0
2.386111748E2,1.822139740E0,-3.212443352E0,2.146978140E0
2.386158621E2,1.427320242E0,-4.008071423E0,2.249328375E0
2.386205496E2,1.086125374E0,-4.663859844E0,2.491888762E0
2.386252370E2,8.559847474E-1,-5.294710636E0,2.632186413E0
2.386299244E2,5.261352062E-1,-5.891188622E0,2.839257002E0
2.386346117E2,3.877234459E-2,-6.415239334E0,2.928252459E0
2.386392991E2,-4.918538332E-1,-7.134789467E0,3.144891024E0
2.386439865E2,-1.032901645E0,-7.853791237E0,3.284874439E0
2.386486739E2,-1.632642627E0,-8.620174408E0,3.354161978E0
2.386533613E2,-1.980692983E0,-9.199748993E0,3.300494671E0
2.386580487E2,-2.393224478E0,-9.611892700E0,3.027468681E0
2.386627361E2,-2.832028627E0,-1.000015640E1,2.629296303E0
2.386674235E2,-2.780668020E0,-1.034057903E1,2.329230070E0
2.386721109E2,-2.707816124E0,-1.062833977E1,2.163931131E0
2.386767983E2,-2.541250229E0,-1.100201321E1,2.108916044E0
2.386814857E2,-2.419577599E0,-1.151404953E1,2.044439316E0
2.386861730E2,-2.175269604E0,-1.201607990E1,1.889297605E0
2.386908605E2,-1.793388367E0,-1.246975327E1,1.739093184E0
2.386955478E2,-1.459525943E0,-1.289408302E1,1.603387117E0
2.387002352E2,-1.268513918E0,-1.327465153E1,1.420088768E0
2.387049226E2,-1.387462020E0,-1.360195160E1,1.485888124E0
2.387096100E2,-1.309009671E0,-1.385209274E1,1.308100581E0
2.387142974E2,-9.800570011E-1,-1.400113010E1,1.116026163E0
2.387189848E2,-8.883906603E-1,-1.403483772E1,1.148804188E0
2.387236722E2,-1.111245155E0,-1.422597694E1,1.215140462E0
2.387283596E2,-1.228887081E0,-1.428301048E1,1.180720568E0
2.387330470E2,-1.625453353E0,-1.417771816E1,1.188485026E0
2.387377344E2,-1.727688193E0,-1.408728218E1,1.433703661E0
2.387424218E2,-1.698756576E0,-1.387314034E1,1.887335420E0
2.387471092E2,-2.233135700E0,-1.339708710E1,2.324367046E0
2.387517966E2,-2.996844769E0,-1.262623882E1,2.586496592E0
2.387564840E2,-3.052090645E0,-1.182373619E1,2.682552814E0
2.387611714E2,-2.756455183E0,-1.098930931E1,2.631207705E0
2.387658588E2,-2.471761703E0,-1.027083397E1,2.700067282E0
2.387705462E2,-2.694817543E0,-9.797164917E0,3.047309160E0
2.387752336E2,-3.292111874E0,-9.204895020E0,3.563806534E0
2.387799210E2,-3.757720470E0,-8.542154312E0,4.504602432E0
2.387846084E2,-3.978465080E0,-7.857034206E0,5.560588360E0
2.387892958E2,-3.396096230E0,-7.202213287E0,6.465611458E0
2.387939832E2,-2.264949799E0,-6.281270981E0,6.938464642E0
2.387986705E2,-1.283724427E0,-5.037159920E0,6.443727493E0
2.388033579E2,4.528975487E-2,-4.048486710E0,5.861421585E0
2.388080453E2,9.187393188E-1,-2.765178204E0,5.057472706E0
2.388127327E2,8.918101192E-1,-6.140823364E-1,4.629925728E0
2.388174201E2,6.151163578E-1,1.567317009E0,3.737672806E0
2.388221075E2,1.224320173E0,3.941987991E0,2.038450241E0
2.388267949E2,-4.715884924E-1,7.705101967E0,-6.045129299E-1
2.388314823E2,-4.059327126E0,1.317565536E1,-3.690963030E0
2.388361697E2,-8.897686958E0,1.951519394E1,-6.807708740E0
2.388408571E2,-1.397272205E1,2.496331787E1,-4.950037003E0
2.388455445E2,-1.695793915E1,2.844067955E1,9.421379566E-1
2.388502319E2,-1.384135437E1,2.943875694E1,4.480664253E0
2.388549194E2,-7.704047203E0,2.982516861E1,5.822226524E0
2.388596067E2,-3.991580009E0,2.956688499E1,4.558118820E0
2.388642941E2,-1.623058915E0,2.849723816E1,2.730082750E0
2.388689815E2,5.345460176E-1,2.691834259E1,9.178889990E-1
2.388736689E2,9.533575177E-1,2.409921455E1,-3.559400082E0
2.388783563E2,6.502736807E-1,2.097299957E1,-7.624282837E0
2.388830437E2,1.480694294E0,1.742522430E1,-9.919875145E0
2.388877311E2,2.166635036E0,1.436439133E1,-1.081554699E1
2.388924185E2,2.060850143E0,1.218631172E1,-1.076867199E1
2.388971059E2,2.678209782E0,1.039270020E1,-1.019074917E1
2.389017932E2,2.874462128E0,8.442981720E0,-9.280552864E0
2.389064806E2,2.707233906E0,6.480873108E0,-8.755718231E0
2.389111680E2,1.581745267E0,5.204151154E0,-7.370690346E0
2.389158554E2,1.654913902E0,4.033761978E0,-5.770830154E0
2.389205428E2,1.229648829E0,2.998401642E0,-4.949936390E0
2.389252302E2,5.854967833E-1,2.313140869E0,-4.311837673E0
2.389299176E2,-4.238562584E-1,1.910774231E0,-3.524013042E0
2.389346050E2,-1.334188342E0,1.551990509E0,-2.229678631E0
2.389392924E2,-1.250898123E0,1.103000641E0,-1.085535288E0
2.389439798E2,-3.215207458E-1,6.453466415E-1,-8.247414231E-2
2.389486672E2,1.388989687E-1,1.408262253E-1,6.019436121E-1
2.389533546E2,3.410320580E-1,-4.344425201E-1,9.669262171E-1
2.389580420E2,4.288024604E-1,-1.199915886E0,1.140126944E0
2.389627294E2,5.074726343E-1,-2.193694592E0,9.716054201E-1
2.389674168E2,4.095941782E-1,-3.186180592E0,9.620491266E-1
2.389721042E2,4.843644500E-1,-4.234832764E0,1.066711426E0
2.389767916E2,4.878385365E-1,-5.224977016E0,1.221872807E0
2.389814790E2,5.353126526E-1,-6.156737804E0,1.589064598E0
2.389861664E2,5.790362358E-1,-7.049275398E0,2.207155704E0
2.389908538E2,7.576282620E-1,-7.792624474E0,2.915088415E0
2.389955412E2,8.651380539E-1,-8.372527122E0,3.547765493E0
2.390002286E2,1.164276600E0,-9.047181129E0,3.997866154E0
2.390049160E2,1.808068037E0,-9.610828400E0,4.129238129E0
2.390096034E2,2.782330751E0,-1.017824364E1,3.939022064E0
2.390142908E2,3.680837154E0,-1.059164333E1,3.729936123E0
2.390189782E2,4.595214367E0,-1.089421368E1,3.143898010E0
2.390236655E2,4.999629974E0,-1.101442242E1,2.563535213E0
2.390283529E2,5.501873493E0,-1.109113693E1,2.007321358E0
2.390330403E2,5.446920872E0,-1.096672440E1,1.168449640E0
2.390377277E2,5.131493568E0,-1.089484024E1,3.897973895E-1
2.390424151E2,4.703933239E0,-1.079904842E1,-4.453094006E-1
2.390471025E2,4.327178955E0,-1.066994286E1,-1.143058777E0
2.390517899E2,4.393821716E0,-1.053635502E1,-1.581065059E0
2.390564773E2,4.392550468E0,-1.035056305E1,-1.774922132E0
2.390611647E2,4.122504234E0,-1.027997971E1,-1.825850725E0
2.390658521E2,3.961431503E0,-1.021453857E1,-1.695787191E0
2.390705395E2,3.626462698E0,-1.018289852E1,-1.418028355E0
2.390752269E2,3.504244566E0,-1.020410728E1,-1.126145124E0
2.390799143E2,3.589141369E0,-1.024456787E1,-7.043191791E-1
2.390846017E2,3.574105740E0,-1.027548027E1,-5.064862967E-2
2.390892891E2,3.429453373E0,-1.021551037E1,8.221094012E-1
2.390939765E2,3.728637695E0,-1.035146523E1,1.556930065E0
2.390986639E2,4.060602188E0,-1.035319805E1,2.418964624E0
2.391033513E2,4.574355125E0,-1.020165825E1,3.548550129E0
2.391080387E2,4.557694435E0,-9.815757751E0,4.186063766E0
2.391127261E2,4.402984142E0,-9.305736542E0,4.575658321E0
2.391174135E2,4.091001511E0,-8.733928680E0,4.788447380E0
2.391221009E2,4.114998817E0,-8.349051476E0,4.602262020E0
2.391267883E2,4.006843567E0,-7.797293663E0,4.492767811E0
2.391314757E2,3.480092764E0,-7.423071384E0,5.036646366E0
2.391361630E2,2.758990288E0,-7.054191589E0,5.505218983E0
2.391408504E2,1.952700615E0,-6.442165375E0,6.208722591E0
2.391455378E2,1.524373055E0,-5.663683891E0,7.865751743E0
2.391502252E2,1.167475104E0,-4.565872192E0,9.450155258E0
2.391549126E2,7.776684165E-1,-3.134634495E0,1.034303379E1
2.391596000E2,1.016925335E0,-1.733507633E0,1.041226292E1
2.391642874E2,1.117584944E0,-4.915742874E-1,9.287300110E0
2.391689748E2,1.565399766E0,1.523300171E0,8.489626884E0
2.391736622E2,1.927929163E0,4.353153229E0,7.579833984E0
2.391783496E2,2.316123962E0,7.667162895E0,6.033185482E0
2.391830370E2,1.626384497E0,1.170335960E1,1.578085780E0
2.391877244E2,1.023413420E0,1.577697086E1,-5.245881557E0
2.391924118E2,2.484462261E0,1.966324615E1,-1.333428478E1
2.391970992E2,3.889236450E0,2.486801529E1,-1.808612061E1
2.392017866E2,9.715569615E-1,3.253659058E1,-1.075967026E1
2.392064740E2,-7.626909614E-1,3.682523346E1,-3.188906193E0
2.392111614E2,-9.357431531E-1,3.655315018E1,2.301274061E0
2.392158488E2,-1.723917603E0,3.281119537E1,1.297251582E0
2.392205362E2,-2.590338707E0,2.689461136E1,-1.472292662E0
2.392252236E2,-2.104324341E0,2.166977119E1,-4.731071949E0
2.392299110E2,-1.305261850E0,1.858942032E1,-5.466129303E0
2.392345984E2,-1.230324507E0,1.650872231E1,-4.983754158E0
2.392392858E2,-2.406550407E0,1.501043415E1,-5.583708763E0
2.392439732E2,-4.083785534E0,1.320454025E1,-7.021661758E0
2.392486605E2,-4.670304298E0,1.153549385E1,-7.656172752E0
2.392533479E2,-5.076923370E0,9.543508530E0,-7.261019230E0
2.392580353E2,-4.979640961E0,7.653692245E0,-6.994476795E0
2.392627227E2,-4.642196655E0,6.334104538E0,-7.144455433E0
2.392674101E2,-3.687801361E0,5.689184189E0,-6.791048527E0
2.392720975E2,-2.772195101E0,5.507946014E0,-6.182102680E0
2.392767849E2,-1.790797710E0,5.441048622E0,-5.368923664E0
2.392814723E2,-9.461163878E-1,5.464456558E0,-4.382642746E0
2.392861597E2,2.203364372E-1,5.004567146E0,-3.344621658E0
2.392908471E2,1.135272503E0,4.348908424E0,-2.346813917E0
2.392955345E2,8.901875019E-1,3.521653175E0,-1.553014755E0
2.393002219E2,1.317424655E0,2.719111443E0,-8.019381762E-1
2.393049093E2,1.872597456E0,1.841116905E0,-1.191979051E-1
2.393095967E2,1.963378191E0,8.687629700E-1,5.896616578E-1
2.393142841E2,1.882313013E0,-2.090930939E-2,1.008424878E0
2.393189715E2,1.907145858E0,-7.323656082E-1,1.452491641E0
2.393236589E2,1.865746737E0,-1.495270729E0,1.798004389E0
2.393283463E2,1.940204620E0,-2.170932293E0,1.992742538E0
2.393330337E2,1.724390745E0,-3.007925987E0,1.897571802E0
2.393377211E2,1.692126989E0,-3.757445335E0,1.899501801E0
2.393424085E2,1.441319466E0,-4.381386280E0,1.960112929E0
2.393470959E2,1.158743858E0,-4.913378239E0,2.013045549E0
2.393517833E2,7.293978930E-1,-5.525676250E0,2.236021042E0
2.393564707E2,2.343102098E-1,-6.137050629E0,2.601647139E0
2.393611580E2,-4.036448002E-1,-6.747691631E0,3.025455236E0
2.393658454E2,-9.841710329E-1,-7.386465073E0,3.399185658E0
2.393705328E2,-1.541168332E0,-8.039112091E0,3.637790203E0
2.393752202E2,-2.055828333E0,-8.614878654E0,3.741911888E0
2.393799076E2,-2.595190763E0,-9.190344810E0,3.706825256E0
2.393845950E2,-3.078073025E0,-9.775040627E0,3.551120043E0
2.393892824E2,-3.346729755E0,-1.031631660E1,3.331504107E0
2.393939698E2,-3.468104362E0,-1.088106155E1,3.142912865E0
2.393986572E2,-3.403957367E0,-1.150263405E1,2.884227991E0
2.394033446E2,-3.307355642E0,-1.212834549E1,2.617245436E0
2.394080320E2,-3.331216335E0,-1.278685856E1,2.466271877E0
2.394127194E2,-2.862740040E0,-1.340156078E1,2.484172821E0
2.394174068E2,-2.283690453E0,-1.373335361E1,2.460614204E0
2.394220942E2,-1.808429837E0,-1.403100014E1,2.237984896E0
2.394267816E2,-1.402836561E0,-1.416539764E1,2.050882816E0
2.394314690E2,-1.215059876E0,-1.430877781E1,1.616754770E0
2.394361564E2,-9.865645170E-1,-1.439415169E1,1.361067176E0
2.394408438E2,-8.134660721E-1,-1.438337326E1,1.044171214E0
2.394455312E2,-6.056193113E-1,-1.435790062E1,6.562676430E-1
2.394502186E2,-5.168609619E-1,-1.420793152E1,4.362963140E-1
2.394549060E2,-7.732834816E-1,-1.412026405E1,3.263329566E-1
2.394595934E2,-9.836560488E-1,-1.399940872E1,3.400466442E-1
2.394642808E2,-1.320729375E0,-1.388375854E1,5.533638000E-1
2.394689682E2,-2.072207928E0,-1.366835117E1,7.646695971E-1
2.394736555E2,-3.028551102E0,-1.344437027E1,1.088237047E0
2.394783429E2,-3.477401257E0,-1.294420815E1,1.447087407E0
2.394830303E2,-3.490325212E0,-1.213942432E1,1.635133386E0
2.394877177E2,-3.123786926E0,-1.119266415E1,1.436558127E0
2.394924051E2,-2.979734659E0,-1.038598156E1,1.372357845E0
2.394970925E2,-3.546593666E0,-9.848478317E0,1.700902700E0
2.395017799E2,-4.213688374E0,-9.274298668E0,2.576194286E0
2.395064673E2,-4.432724953E0,-8.711565018E0,3.684179068E0
2.395111547E2,-4.138469696E0,-7.634711266E0,5.342704296E0
2.395158421E2,-3.130986452E0,-6.163870811E0,6.420121670E0
2.395205295E2,-1.552978992E0,-4.758042812E0,6.487566948E0
2.395252169E2,-6.822216511E-2,-3.216088295E0,6.282331944E0
2.395299043E2,1.248414278E0,-1.561745167E0,6.096635818E0
2.395345917E2,1.925494671E0,4.919385910E-1,6.266016483E0
2.395392791E2,1.844964504E0,2.146449089E0,5.326732635E0
2.395439665E2,1.025542974E0,3.975745201E0,4.316311836E0
2.395486538E2,-1.495592713E0,6.337795258E0,2.627689362E0
2.395533413E2,-4.419681549E0,9.719779968E0,9.316880703E-1
2.395580287E2,-6.821341991E0,1.404011822E1,-3.069797516E0
2.395627161E2,-9.951950073E0,1.934117889E1,-6.994357109E0
2.395674035E2,-1.252910042E1,2.367135811E1,-4.603923798E0
2.395720909E2,-1.380975628E1,2.621413803E1,2.424602211E-2
2.395767783E2,-1.171083450E1,2.762656403E1,3.138346195E0
2.395814657E2,-8.735620499E0,2.826378441E1,4.680472374E0
2.395861530E2,-4.794757366E0,2.794035339E1,5.650154591E0
2.395908404E2,-4.492562413E-1,2.657619476E1,4.746549606E0
2.395955278E2,1.979839206E0,2.468853760E1,-2.239063829E-1
2.396002152E2,1.683132529E0,2.356807327E1,-5.441256523E0
2.396049026E2,1.100017071E0,2.169849777E1,-8.832413673E0
2.396095900E2,8.039168119E-1,1.891819000E1,-1.064868736E1
2.396142774E2,5.590516925E-1,1.601203346E1,-1.151431274E1
2.396189648E2,1.116102338E0,1.311408424E1,-1.100955868E1
2.396236522E2,1.418206453E0,1.011449718E1,-9.857048988E0
2.396283396E2,1.546758890E0,7.070817947E0,-7.993275642E0
2.396330270E2,2.107175827E0,5.072766304E0,-5.146257877E0
2.396377144E2,2.677990437E0,2.584752083E0,-2.564250946E0
2.396424018E2,2.393236399E0,1.160667419E0,-1.753647447E0
2.396470892E2,1.976347804E0,1.204776764E-1,-9.123814106E-1
2.396517766E2,1.863181591E0,-4.645576477E-1,-6.945050359E-1
2.396564639E2,1.005171061E0,-2.461919785E-1,-9.996394515E-1
2.396611514E2,-3.836669922E-1,1.579141617E-1,-9.347873330E-1
2.396658388E2,2.188789248E-1,3.224716187E-1,-5.642821193E-1
2.396705262E2,1.389979601E0,2.147369385E-1,-1.725467891E-1
2.396752136E2,1.456893206E0,5.980873108E-2,3.736232966E-2
2.396799010E2,1.237587929E0,-1.901016235E-1,1.585578769E-1
2.396845884E2,1.204675317E0,-6.544895172E-1,-2.274081111E-2
2.396892758E2,1.448783875E0,-1.309312820E0,-2.422007322E-1
2.396939632E2,1.635817051E0,-2.168750763E0,-2.008118033E-1
2.396986505E2,1.656896114E0,-3.031865120E0,1.145615131E-1
2.397033379E2,1.790518284E0,-3.903445721E0,7.563875914E-1
2.397080253E2,2.032412529E0,-4.702258587E0,1.222608089E0
2.397127127E2,2.119415522E0,-5.466668606E0,1.647815824E0
2.397174001E2,2.256962299E0,-6.297053337E0,2.182309389E0
2.397220875E2,2.483123541E0,-7.068979263E0,2.603876591E0
2.397267749E2,2.859725475E0,-7.729868412E0,2.838602543E0
2.397314623E2,3.276382923E0,-8.332378387E0,2.860070944E0
2.397361497E2,3.785432339E0,-8.771400452E0,2.760589361E0
2.397408371E2,4.195073128E0,-9.147504807E0,2.493228436E0
2.397455245E2,4.615359306E0,-9.513346672E0,2.091531515E0
2.397502119E2,5.022748947E0,-9.849815369E0,1.741648436E0
2.397548993E2,5.216820717E0,-1.006614017E1,1.304213881E0
2.397595867E2,5.083153248E0,-1.024855042E1,6.155229807E-1
2.397642741E2,4.803579330E0,-1.054054260E1,3.773459792E-2
2.397689615E2,4.382712841E0,-1.070784569E1,-4.257218242E-1
2.397736489E2,4.289366722E0,-1.088929462E1,-8.576345444E-1
2.397783363E2,4.241597652E0,-1.108013344E1,-1.077364922E0
2.397830237E2,4.254221439E0,-1.107962799E1,-1.090584040E0
2.397877110E2,4.265256405E0,-1.098840427E1,-1.050840378E0
2.397923985E2,4.183442116E0,-1.082093620E1,-9.200908542E-1
2.397970859E2,4.156547546E0,-1.064422703E1,-6.598960757E-1
2.398017733E2,4.380463123E0,-1.057295895E1,-3.129643798E-1
2.398064607E2,4.471897602E0,-1.057827282E1,1.025223434E-1
2.398111480E2,4.348861217E0,-1.064570141E1,4.489816725E-1
2.398158354E2,4.475078583E0,-1.068905544E1,8.331030607E-1
2.398205228E2,4.749869347E0,-1.068918324E1,1.241727948E0
2.398252102E2,5.206627369E0,-1.056003284E1,1.891146183E0
2.398298976E2,5.587045193E0,-1.030647087E1,2.878273010E0
2.398345850E2,5.756866455E0,-9.880829811E0,3.783370018E0
2.398392724E2,5.854742050E0,-9.374155998E0,4.281436443E0
2.398439598E2,5.909369946E0,-8.800954819E0,4.333470821E0
2.398486472E2,5.863634586E0,-8.070543289E0,4.383175850E0
2.398533346E2,5.938485622E0,-7.273928642E0,4.601171970E0
2.398580220E2,5.685333252E0,-6.406416893E0,4.966710091E0
2.398627094E2,4.966123104E0,-5.568517685E0,5.339547157E0
2.398673968E2,3.986328125E0,-4.506941795E0,6.172982693E0
2.398720842E2,2.577577829E0,-3.456175327E0,7.845956326E0
2.398767716E2,1.278993368E0,-2.593106747E0,8.872273445E0
2.398814590E2,2.037841082E-1,-1.272390366E0,9.156856537E0
2.398861464E2,-8.692696095E-1,3.141651154E-1,9.753539085E0
2.398908338E2,-6.527078748E-1,1.855705261E0,9.978941917E0
2.398955212E2,3.876463771E-1,3.773214340E0,9.296930313E0
2.399002086E2,1.337029457E0,6.018724442E0,8.294466972E0
2.399048960E2,1.919942498E0,8.486680984E0,6.867542267E0
2.399095834E2,1.230975270E0,1.093250847E1,3.704882860E0
2.399142708E2,5.338839293E-1,1.362326908E1,-2.784326375E-1
2.399189582E2,-6.158862114E-1,1.662037277E1,-4.454760551E0
2.399236455E2,6.871048808E-1,1.949328995E1,-1.026143456E1
2.399283329E2,6.234741211E-1,2.370951080E1,-1.162233257E1
2.399330203E2,2.647584677E0,2.667725182E1,-1.223754501E1
2.399377077E2,1.486685753E0,2.951626205E1,-1.024677753E1
2.399423951E2,-3.848354340E0,3.059586143E1,-7.049766541E0
2.399470825E2,-5.096303940E0,2.841779327E1,-6.349089622E0
2.399517699E2,-2.748988390E0,2.391486359E1,-5.042990208E0
2.399564573E2,-5.473285913E-1,1.988271713E1,-3.916844606E0
2.399611447E2,-3.650269508E-1,1.686611176E1,-3.076840401E0
2.399658321E2,-1.531528473E0,1.482530117E1,-3.296007395E0
2.399705195E2,-2.815948963E0,1.380161858E1,-4.847450256E0
2.399752069E2,-3.677707672E0,1.265574360E1,-6.531239510E0
2.399798943E2,-3.474213600E0,1.107678223E1,-6.691394329E0
2.399845817E2,-2.632038355E0,9.256041527E0,-5.705671310E0
2.399892691E2,-1.977382064E0,7.226808548E0,-4.490724564E0
2.399939565E2,-1.364418268E0,5.433650017E0,-3.813532352E0
2.399986439E2,-6.387912035E-1,4.459435463E0,-3.564957857E0
2.400033313E2,-4.146027565E-1,3.820090294E0,-2.230317593E0
2.400080187E2,6.902441382E-1,3.008612633E0,-1.312978745E0
2.400127061E2,1.542440534E0,2.350373268E0,-7.749341726E-1
2.400173935E2,1.950217962E0,2.122481346E0,-9.185588360E-1
2.400220809E2,1.960196733E0,2.238477707E0,-1.416691184E0
2.400267683E2,2.103126049E0,2.009894371E0,-1.511850834E0
2.400314557E2,1.925270796E0,1.480455399E0,-1.694659710E0
